,titles,category
322,"가짜 진료·가짜 환자 잡는다‥복지부, 기획조사 재개",Social
323,"진주시장 선거, 조규일 당선…지방자치제 이후 첫 무소속·첫 3선 시장 탄생",Social
324,"법원, '이대통령 명예훼손' 모스탄 출국정지 집행정지신청 기각",Social
325,"특검, '관저 의혹' 이상민·김대기 소환…홍장원 내주 2차 조사(종합)",Social
326,승객 거동 수상히 여긴 택시기사 신고가 1억여원 피싱 피해 막아,Social
327,"합수본, '신천지 국민의힘 집단 입당 의혹' 이만희 총회장 첫 소환",Social
328,‘17곳 승리’ 숨은 성적표는 독점 균열?···전남 기초단체장 선거 후폭풍[6·3 지방선거],Social
329,오늘 전국 곳곳 천둥·번개 동반한 소나기…더위는 '주춤',Social
330,'공천=당선' 전통 구도 흔들…경북에 몰아친 '무소속·민주' 바람,Social
331,부산 기장군수 최초로 민주당 우성빈 당선…남성정치 벽 넘었다,Social
332,"종합특검, 김용현·이상민 첫 소환…김대기 재소환",Social
333,"[현장영상+] 한동훈 ""보수 재건하고 정권 폭주 막으라는 시민들 선택""",Social
334,"대법, 한덕수 '비상계엄 가담' 상고심 2부 배당…주심 오경미 대법관",Social
335,광주서 반려견 질질 끌고 나뭇가지로 때려…경찰 수사,Social
336,"""재선거"" 소리치고 밀치고...잠실7동 투표함 아직도 못 옮겼다",Social
337,"""변기 똥 넘쳐 온몸에 범벅""…'똥 꿈' 꾸고 긁은 복권 '5억 대박'",Social
338,"시민단체 “강원랜드 사장, 정치적 보은인사 안된다""",Social
339,"PK 기초단체장 여야 ‘상처 입은 승리’, 울산은 ‘보수 결집’ 뚜렷",Social
340,[경북 원전 르네상스 시대를 열다]마지막 남은 여론조사에 군민들 한마음으로 뭉쳤다,Social
341,"욱일기 띄우고 ""올레!""…'월드컵 응원' 멕시코 유튜버 결국 사과",Social
342,"'1억 공천 헌금' 강선우 보석 청구…""방어권 행사 지장""",Social
343,"합수본, '국민의힘 당원 가입 의혹' 이만희 신천지 총회장 첫 피의자 소환",Social
344,[6·3선거]완도군의회 민주당 5석…무소속도 3석 '인물론 건재',Social
345,‘국힘 텃밭’ 경북 기초단체장 선거...무소속 후보 4명 당선,Social
346,'체급 올리기' 나선 경기도의원들…조용호·이기형 웃었다,Social
347,"내란 특검, 尹 '계엄 국무회의 위증' 1심 무죄에 불복 항소",Social
348,'반쪽 승리' 민주당…오만했던 공천이 부른 격전지 참패,Social
349,"'이차전지 테마주' 금양, 상장폐지 효력정지 가처분…法, 24일 심문",Social
350,가뭄 여파 31년 보수 텃밭 무너졌다…강릉서 첫 진보시장 당선,Social
351,‘투표용지 부족’ 사태 대치 계속…이 시각 잠실7동 제2투표소,Social
352,한화 참사 대전사업장 등 첫 ‘압수수색’…안전공업 추가 ‘합동 감식’,Social
353,"박찬대 인천시장 당선자 ""유능한 지방정부 본보기 세울 것""",Social
354,초유의 투표용지 부족 사태…재투표·선거무효 가능성은,Social
355,[6·3 지방선거] 농업계 인사 누가 당선됐나,Social
356,"이재명, 충북 진천서 도의원 당선…'대통령 아니에요'",Social
357,"""6월 모평 수학, 작년 수능 난도와 유사…계산량 많지 않아""",Social
358,아버지 이어 군정(郡政) 이끌게 된 윤희신 충남 태안군수 당선인,Social
359,"오스코텍 ""기술수출 '세비도플레닙' 2030년 상업화 목표""",Social
360,"오세훈 당선인 38일만의 복귀 ""못돌아올 수 있다는 생각 잠시 했는데…""",Social
361,이만희 신천지 총회장 첫 소환조사…국힘 집단 입당 의혹,Social
362,아들 상견례 앞두고 떠난 아버지…뇌사 장기기증으로 4명에 새 생명 선물,Social
363,한화 폭발사고 사망자 5명 신원 확인…오늘 분향소 설치,Social
364,서울 구청장 민주 17명·국힘 8명…4년 전과 정반대,Social
365,"""친중·좌파·공산주의자 아냐""…146만 유튜버, 화들짝 해명한 이유",Social
366,작년 마약 감정 14만건 '역대 최다'…청소년층 합성대마 남용 심각,Social
367,경남경찰 6·3 선거사범 292명 적발…219명 수사,Social
368,최초 여성 광역단체장·경기 최고령 기초단체장·수도권 최초 무투표 당선 등 눈길 [이색 당선인],Social
369,"[6·3선거]목포 기초의원 선거, 민주당 '가'는 웃고 '나·다'는 쓴웃음",Social
370,'투표지 부족' 사태 파장…선관위 앞에서도 시위,Social
371,"종합특검, 김용현·이상민 첫 소환…'관저 이전' 김대기도 재소환(종합)",Social
372,교육감 당선인 평균연령 63세·재산 33억원…3명은 전과기록,Social
373,잠실7동 투표함 이송 아직…16시간째 대치 상황 지속,Social
374,"추경호, 김부겸 꺾고 '보수 심장' 수성...이철우 3선 성공",Social
375,지선 끝나자마자 칼 빼든 경찰…'선거사범' 4천여 명 적발,Social
376,조개 캐다 갯벌서 고립된 2명…밀물 덮치기 직전 구조,Social
377,"추미애, 경기지사 당선…최초 여성 광역단체장(종합)",Social
378,'8대17'서 '17대 8'로…정반대 된 '서울 구청장' 지형도,Social
379,"선거일 저녁 선관위 야산 화재…경찰 ""실화 가능성 조사""",Social
380,최상기 당선인 ‘인제군 최초 3선 당선’,Social
381,"합수본, 신천지 이만희 총회장 첫 소환… 지팡이·흰옷 차림 출석",Social
382,‘연임 불허’ 청주 표심 이번에도…이장섭 시장 당선자,Social
383,"“총알받이로 쓰지 마”… 송파구 공무원, ‘투표용지 부족 사태’ 선관위 비판",Social
384,"22석 중 17석 차지…민주당, '텃밭' 전남 사수했나?",Social
385,"종합특검, 김용현·이상민 첫 피의자 조사…윤석열, 6일 조사 예정",Social
386,"“기억보다 훨씬 작네”···한국 태생 104세 영국 할머니, 간절히 찾은 ‘색동저고리’와 기쁨의 재회",Social
387,[6·3 지선] 심근경색 딛고 의왕 사수한 김성제…통산 4선,Social
388,담양군 민심은 왜 민주당 박종원을 선택했나,Social
389,"혼합투약 사망 속출·청소년 ‘브액’ 남용… 대한민국, ‘마약오염국’ 됐다",Social
390,"초유의 '투표용지 부족' 사태…""위법소지 있지만 무효까진 쉽지 않아""",Social
391,"6월 모평 수학, 작년 수능과 비슷하거나 쉬워…공통 22번 '수열'로 변별",Social
392,"'공천 헌금' 구속기소 강선우, 법원에 보석 청구",Social
393,"'李명예훼손 혐의'모스 탄 교수, 출국정지 유지…법원 집행정지 신청 기각",Social
394,광주·전남 금요일 아침까지 비…주말 최고 29도,Social
395,신천지 이만희 합수본 첫 출석…부축 받으며 '묵묵부답',Social
396,[단독] “60%도 남는다…투표용지 줄여야” 4년 전 선관위 용역보고서,Social
397,"선거 끝, 남은 건 고소·고발…경찰, 선거 범죄 75건·107명 수사 본격화",Social
398,"5선 오세훈, '닥치고 공급' 탄력…'삶의 질 특별시' 재편도",Social
399,"""투표권 침해한 선거 참사""…대학가 '용지 부족 사태' 비판",Social
400,울산시장 선거 승부 가른 2.99%p…여야 모두 아쉬움만 '가득',Social
401,"국토부, 서소문 고가 붕괴 수시검사 착수…협의·승인 과정 조사",Social
402,'8:17→17:8'…4년 만에 뒤집힌 서울 구청장 지도,Social
403,당진 철판 제조 공장서 철판에 깔린 70대 근로자 숨져,Social
404,"민주당, 대전 권력독점체제 완성…의원직 이어 시장·구청장·지방의회까지 ‘파란 물결’",Social
405,"'신천지 집단 당원 가입 의혹' 교단 정점 이만희, 합수본 조사 출석",Social
406,"""극우 난리로 치부…투표용지 부족 사태 조용히 묻힐까 두렵다"" 비난 글",Social
407,[르포] 투표용지 부족 사태로 커진 ‘부정선거’ 목소리… 선관위 앞 시위대 집결,Social
408,아버지 이어 24년만에 아들이 당선…충남 태안군수 윤희신 [이색 당선인],Social
409,"대법, '내란 중요임무' 한덕수 재판부 배당…주심에 오경미 대법관",Social
410,"'李대통령 소년원설' 모스 탄 출국정지 유지…모스 탄 ""즉시항고""(종합2보)",Social
411,당근 뒤집어놓은 '곰 가죽 러그'... 충격적인 실체에 누리꾼 경악 [지금이뉴스],Social
412,'폭발사고만 3번' 한화에어로…중대재해법 적용 가능성은,Social
413,"""배달라이더도 최저임금을""…민주노총, 노동부 앞서 농성",Social
414,[6·3 지선] 득표수 같은데 나이로 갈린 승부…경남 고성 기초의원 선거,Social
415,"합수본, '당원가입 의혹' 신천지 이만희 교주 첫 소환",Social
416,"""투표용지 못 받은 국민들 가만있겠냐""…야인시대 대사가 현실로",Social
417,'투표 중단' 항의 시위 계속...이 시각 중앙선관위,Social
418,"선관위 야산 화재 2차 현장감식…경찰 ""실화 등 가능성 조사""",Social
419,"광주·전남 선거사범 683명 적발, 25명 송치…수사 본격화(종합)",Social
420,[이시각헤드라인] 6월 4일 뉴스현장,Social
421,집권여당 후보 바람…선거인수 ‘빅3’ 승리·사전투표 싹쓸이,Social
422,"특검, '1호 구속' 김대기 추가 소환…관저예산 불법전용 수사 속도",Social
423,"조지훈 전주시장 당선인 ""지난 4년 실패, 모든 어공 물러나야""",Social
424,'가뭄에 단비' 녹색당 창당 이래 첫 의원… 안동 허승규 당선,Social
425,재검표까지 했으나 '딱 1표차'로 당락 갈린 충남도의원,Social
426,임신·출산 예외 없는 ‘변호사시험 5년 내 응시’ 제한… 헌재 “합헌”,Social
427,세종시의회 민주당 18석 독식…국힘 3석 차지,Social
428,"관내사전투표 몰표, 민주당 김정중 당선 견인",Social
429,시장은 민주당인데 시의회는 국민의힘 압승··· 부산 ‘불편한 동거’ 시작 [6·3 지방선거],Social
430,[6·3선거] 민주당 텃밭 '흔들'…승리보다 '민심의 경고'새겨야,Social
431,"박찬대, 인천시장 당선…민주당, 4년 만에 시정 탈환",Social
432,지사부터 도의원까지 싹쓸이…제주 6·3지방선거 의미와 과제,Social
433,제주도의회도 민주당이 장악 '45석중 34석'…국힘은 8석,Social
434,"6ㆍ3 지선, 천안시장 장기수, 아산시장 오세현 당선 …민주당 석권",Social
435,보수 텃밭 경북 흔든 '무소속 돌풍'…국민의힘 '상처뿐인 승리',Social
436,체급 낮추고 7번 도전하고…전남광주 지선 '이색 당선인 4인방',Social
437,서류 빠졌다고 육아휴직 장려금 일부만 지급?…권익위 “전액 지급해야”,Social
438,"정교유착 합수본, 신천지 이만희 총회장 첫 피의자 조사",Social
439,"""사전투표 숨기고 또 본투표"" 선관위, 이중투표자 고발",Social
440,"합수본, '국힘 집단입당' 이만희 신천지 총회장 첫 소환",Social
441,사과만 하면 끝? 투표용지도 수급 못한 선거관리위원회 '고질병',Social
442,"'이재명의 1번 타자' 김남준, 인천 계양구을 '역대 최다 득표율' 당선",Social
443,"‘집단 입당 의혹’ 신천지 이만희, 합수본 출석…정당법 위반 혐의",Social
444,'동수→144 vs 22' 경기도의회 민주 장악…힘받는 추미애,Social
445,"합수본, ‘국민의힘 당원 가입 의혹’ 이만희 신천지 총회장 첫 소환…묵묵부답",Social
446,"'공천 헌금' 전면 부인한 강선우 의원, 보석 청구",Social
447,“아빠도 자녀돌봄 휴직 대상”… 인권위 “여성만 허용은 차별”,Social
448,법원에 보석 신청한 강선우 “방어권 행사 지장”,Social
449,[6·3 경남]권순기 교육감 당선…개표 13시간 10분만에 역전,Social
450,"신천지 이만희, 합수본 첫 출석…'당원 강제 가입' 의혹 묵묵부답",Social
451,정영두 김해시장 후보 당선 … 4년 만에 민주당 깃발 다시,Social
452,오세훈에 베팅해 “2억4000만원 벌었다”…역대급 글로벌 ‘쩐의 전쟁’ 한국에서도 가능할까?,Social
453,"송영길, 연수구갑 보궐선거 통해 6선 등극",Social
454,‘이 대통령 명예훼손’ 모스탄 출국정지 유지…“즉시항소”,Social
455,"이만희 신천지 총회장, 합수본 첫 출석…정교유착 의혹 조사",Social
456,귀환·이변·고배…민주당 부산 여성 단체장 후보들 엇갈린 성적표,Social
457,40세 이동석 충주시장 당선인 충북 역대 최연소 단체장 등극,Social
458,민주당 텃밭서 '9%p 진땀승'…정청래 지도부 책임론 솔솔?,Social
459,송파구 국힘 서강석 재선…'강남 3구' 지켜냈다,Social
460,"EBS ""6월 모평 수학, 작년 수능과 유사…중상위권 고루 변별""(종합)",Social
461,오세훈 당선됐지만…잠실 투표소 '초유의 사태',Social
462,충주 40대 역대 최연소 시장 나왔다,Social
463,아들 상견례 앞두고 뇌사…4명 살리고 떠난 아버지,Social
464,"신천지 이만희, 검경 합수본 첫 출석…국힘 집단가입 의혹 '묵묵부답'",Social
465,시위대로 잠실7동 투표함 봉쇄 장기화…오세훈 당선 확정 못 해,Social
466,“이게 바로 초박빙”…딱 ‘1표’ 차 극적 승부 [이색 당선인],Social
467,"정교유착 합수본, '신천지 당원가입 의혹' 이만희 총회장 첫 소환",Social
468,"'1억 공천 헌금' 혐의 강선우 의원, 보석 청구",Social
469,"강원 우상호, 접전 끝에 승리...제주 위성곤 당선",Social
470,"[6월 모평] 엇갈린 수학 난이도…""작년과 비슷"" vs ""쉬웠다""(종합)",Social
471,"법정서 '공천 헌금' 전면 부인한 강선우 의원, 보석 청구",Social
472,"전직 국회의원서 시의원으로…손혜원, 목포시의회 입성 '성공'",Social
